-1,RootNode
1,Crab
2,Spine
3,LowerChest
4,Head
5,clavical_l
6,upperarm_l
7,lowerarm_l
8,claw_l
9,Finger_L
10,Hand_Grip_L
11,clavical_r
12,upperarm_r
13,lowerarm_r
14,claw_r
15,finger_r
16,Hand_Grip_R
17,Head_001
18,Eyes
19,Eye_L
20,Eye_R
21,Shell
22,Tail
23,Tail_001
24,Thigh_L
25,lowerleg_L
26,foot_L
27,Thigh_R
28,lowerleg_R
29,foot_R
30,Thigh2_L
31,lowerleg2_L
32,Thigh2_R
33,lowerleg2_R
34,Mesh

-3.100077,-3.342213,-135.211441,11.000000,4.000000,5.000000,17.000000,0.403080,0.336867,0.184100,0.075953
3.123536,-4.281467,-140.306259,4.000000,5.000000,17.000000,11.000000,0.432342,0.375075,0.104341,0.088243
3.123536,-3.342213,-135.211441,5.000000,4.000000,11.000000,17.000000,0.481518,0.297720,0.147960,0.072802
-3.100077,-3.342213,-135.211441,11.000000,4.000000,5.000000,17.000000,0.403080,0.336867,0.184100,0.075953
-3.100077,-4.281467,-140.306259,4.000000,11.000000,5.000000,17.000000,0.559809,0.213743,0.124431,0.102017
3.123536,-4.281467,-140.306259,4.000000,5.000000,17.000000,11.000000,0.432342,0.375075,0.104341,0.088243
-3.100077,-4.281467,-140.306259,4.000000,11.000000,5.000000,17.000000,0.559809,0.213743,0.124431,0.102017
3.668531,-7.389900,-139.741516,4.000000,5.000000,17.000000,11.000000,0.601115,0.195004,0.152003,0.051879
3.123536,-4.281467,-140.306259,4.000000,5.000000,17.000000,11.000000,0.432342,0.375075,0.104341,0.088243
-3.100077,-4.281467,-140.306259,4.000000,11.000000,5.000000,17.000000,0.559809,0.213743,0.124431,0.102017
-3.645072,-7.389900,-139.741516,4.000000,17.000000,11.000000,5.000000,0.649054,0.151635,0.124852,0.074459
3.668531,-7.389900,-139.741516,4.000000,5.000000,17.000000,11.000000,0.601115,0.195004,0.152003,0.051879
-7.587860,-2.657294,-140.601227,11.000000,4.000000,17.000000,5.000000,0.441950,0.395545,0.107485,0.055020
-3.645072,-7.389900,-139.741516,4.000000,17.000000,11.000000,5.000000,0.649054,0.151635,0.124852,0.074459
-3.100077,-4.281467,-140.306259,4.000000,11.000000,5.000000,17.000000,0.559809,0.213743,0.124431,0.102017
